Page Description 1,Page Description 2,Column Description,Category,Subcategory,Tertiary Category,Field,Calculated,SumGroup,Sign,Type,HelpString,TestNumber
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Other Financing Disbursements,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,,Total Other Financing Receipts (Disbursements),Net Change in Fund Cash Balances,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,Special Item,,Total Special and Extraordinary Items,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,Extraordinary Item,,Total Special and Extraordinary Items,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,,Total Special and Extraordinary Items,Net Change in Fund Cash Balances,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,,,,,Net Change in Fund Cash Balances,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,,,,"Fund Cash Balances, Beginning of Year",,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,"Fund Cash Balances, End of Year",,,Nonspendable,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,,,,Restricted,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,,,,Committed,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,,,,Assigned,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,,,,Unrestricted,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,General,,,,,"Fund Cash Balances, End of Year",,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Property Taxes,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Income Taxes,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Special Assessments,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Payments in Lieu of Taxes,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Intergovernmental,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Interest,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,"Fines, Licenses and Permits",,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Rentals,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Charges for Services,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Contributions and Donations,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Miscellaneous,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,Other Receipts,,Total Cash Receipts,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Receipts,,,,Total Cash Receipts,Total Cash Receipts Over (Under) Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,Security of Persons and Property,Police,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,Security of Persons and Property,Fire,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,Security of Persons and Property,Other,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,,Public Health,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,,Leisure Time Activities,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,,Community and Econcomic Development,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,,Basic Utility Service,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,,Transportation,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Current,,General Government,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,,,Capital Outlay,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Debt Service,,Principal Retirement,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Debt Service,,Interest and Fiscal Charges,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Debt Service,,Bond Issuance Costs,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,Debt Service,,Other Debt Service,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,,,Other Disbursements,,Total Cash Disbursements,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Cash Disbursements,,,,Total Cash Disbursements,Total Cash Receipts Over (Under) Cash Disbursements,-,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,Total Cash Receipts Over (Under) Cash Disbursements,Net Change in Fund Cash Balances,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Proceeds from Sale of Capital Assets,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,General Obligation Bonds Issued,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Refunding Bonds Issued,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Premium on Debt Issuance,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Other Debt Proceeds,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Payment to Refunded Bond Escrow Agent,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Advances In,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Advances Out,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Transfers In,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Transfers Out,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Other Financing Receipts,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,Other Financing Disbursements,,Total Other Financing Receipts (Disbursements),,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Other Financing Receipts (Disbursements),,,,Total Other Financing Receipts (Disbursements),Net Change in Fund Cash Balances,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Special and Extraordinary Items,,,Special Item,,Total Special and Extraordinary Items,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Special and Extraordinary Items,,,Extraordinary Item,,Total Special and Extraordinary Items,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Special and Extraordinary Items,,,,Total Special and Extraordinary Items,Net Change in Fund Cash Balances,,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,Net Change in Fund Cash Balances,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,"Fund Cash Balances, Beginning of Year",,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,"Fund Cash Balances, End of Year",,,Nonspendable,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,Restricted,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,Committed,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,Assigned,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,Unrestricted,,"Fund Cash Balances, End of Year",,,,
"COMBINED STATEMENT OF CASH RECEIPTS, CASH DISBURSEMENTS, AND CHANGES IN FUND CASH BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,"Fund Cash Balances, End of Year",,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,General Obligation Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Special Assessment Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Notes Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Loans Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Capital Leases,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Revenue Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Miscellaneous Long Term Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,General Obligation Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Special Assessment Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Notes Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Loans Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Capital Leases,,,,,,
