Page Description 1,Page Description 2,Column Description,Category,Subcategory,Tertiary Category,Field,Calculated,SumGroup,Sign,Type,HelpString,TestNumber
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Special Items,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Extraordinary Items,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Contribution to Permanent Fund,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Advances,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Transfers,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,Total Receipts and Other Items,Change in Net Position,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Instruction,,Regular,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Instruction,,Special,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Instruction,,Vocational,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Instruction,,Adult or Continuing,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Instruction,,Student Intervention Services,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Instruction,,Other Instruction,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Pupils,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Instructional Staff,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Board of Education,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Administration,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Fiscal,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Business,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Operation and Maintenance of Plant,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Pupil Transportation,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Central,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Operation of Non-Instructional Services,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Extracurricular Activities,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Capital Outlay,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Principal Retirement,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Interest and Fiscal Charges,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Bond Issuance Costs,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Other Debt Service,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Depreciation Expense,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Other Disbursements,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,,Total Governmental Activities Disbursements,Change in Net Position,-,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,Change in Net Position,"Net Position, End of Year",,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,"Net Position, Beginning of Year",,"Net Position, End of Year",,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,"Net Position, End of Year",,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Cash and Cash Equivalents,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Investments,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Inventory Held for Resale,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Materials and Supplies Inventory,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Accrued Interest Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Accounts Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Interfund Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Intergovernmental Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Prepaid Items,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Income Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Property Taxes Receivable,,Total Assets,,,propertyTaxesReceivable,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Payment in Lieu of Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Loans Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Advances to Other Funds,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Restricted Assets,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Other Assets,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,,Total Assets,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,Total Deferred Outflows of Resources,,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,,Total Assets and Deferred Outflows of Resources,,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Accounts Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Accrued Wages and Benefits,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Contracts Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Intergovernmental Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Matured Compensated Absences Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Matured Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Matured Bonds Payable,,Total Liabilities,,,maturedBondsPayable,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Accrued Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Retainage Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Interfund Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Claims Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Unearned Revenue,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Advances from Other Funds,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Notes Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Other Liabilities,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,,Total Liabilities,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,Total Deferred Inflows of Resources,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Nonspendable,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Restricted,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Committed,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Assigned,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Unassigned,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,,Total Fund Balances (Deficits),"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Cash and Cash Equivalents,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Investments,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Inventory Held for Resale,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Materials and Supplies Inventory,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Accrued Interest Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Accounts Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Interfund Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Intergovernmental Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Prepaid Items,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Income Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Property Taxes Receivable,,Total Assets,,,propertyTaxesReceivable,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Payment in Lieu of Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Loans Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Advances to Other Funds,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Restricted Assets,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Other Assets,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,Total Assets,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,Total Deferred Outflows of Resources,,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,Total Assets and Deferred Outflows of Resources,,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Accounts Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Accrued Wages and Benefits,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Contracts Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Intergovernmental Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Matured Compensated Absences Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Matured Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Matured Bonds Payable,,Total Liabilities,,,maturedBondsPayable,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Accrued Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Retainage Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Interfund Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Claims Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Unearned Revenue,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Advances from Other Funds,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Notes Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Other Liabilities,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,,Total Liabilities,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,Total Deferred Inflows of Resources,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Nonspendable,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Restricted,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Committed,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Assigned,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Unassigned,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,,Total Fund Balances (Deficits),"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Property Taxes,,Total Receipts,,,propertyTaxesRevenue,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Income Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Intergovernmental,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Investment Earnings,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Tuition and Fees,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Extracurricular Activities,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Rentals,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Charges for Services,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Contributions and Donations,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Payment in Lieu of Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Miscellaneous,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Other Receipts,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,,Total Receipts,Excess of Receipts Over (Under) Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Instruction,Regular,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Instruction,Special,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Instruction,Vocational,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Instruction,Adult or Continuing,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Instruction,Student Intervention Services,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Instruction,Other Instruction,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Pupils,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Instructional Staff,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Board of Education,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Administration,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Fiscal,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Business,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Operation and Maintenance of Plant,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Pupil Transportation,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Central,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Operation of Non-Instructional Services,,Total Disbursements,,,,
