Page Description 1,Page Description 2,Column Description,Category,Subcategory,Tertiary Category,Field,Calculated,SumGroup,Sign,Type,HelpString,TestNumber
STATEMENT OF ACTIVITIES,,Governmental Activities,General Receipts,,,Other Debt Proceeds,,Total General Receipts,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,General Receipts,,,Miscellaneous,,Total General Receipts,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,General Receipts,,,,Total General Receipts,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Special Item,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Extraordinary Item,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Contribution to Permanent Fund,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Advances,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Transfers,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,Total Receipts and Other Items,Change in Net Position,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Security of Persons and Property,,Police,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Security of Persons and Property,,Fire,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Security of Persons and Property,,Other,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Public Services,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Public Health,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Leisure Time Activities,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Community and Economic Development,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Public Works,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Basic Utility Service,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Transportation,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,General Government,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Intergovernmental,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Capital Outlay,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Principal Retirement,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Bond Issuance Costs,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Other,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Interest and Fiscal Charges,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Depreciation Expense,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Other Disbursements,,Total Governmental Activities Disbursements,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,,Total Governmental Activities Disbursements,Change in Net Position,-,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,Change in Net Position,"Net Position, End of Year",,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,"Net Position, Beginning of Year",,"Net Position, End of Year",,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,"Net Position, End of Year",,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Cash and Cash Equivalents,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Investments,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Inventory Held for Resale,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Materials and Supplies Inventory,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Accrued Interest Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Accounts Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Interfund Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Due from Other Funds,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Intergovernmental Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Prepaid Items,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Income Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Property Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Revenue in Lieu of Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Due from Other Governments,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Notes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Loans Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,Other Assets,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Assets,,,,Total Assets,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,Total Deferred Outflows of Resources,,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,,Total Assets and Deferred Outflows of Resources,,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Accounts Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Accrued Wages and Benefits,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Contracts Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Intergovernmental Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Due to Other Governments,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Matured Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Matured Bonds Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Retainage Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Interfund Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Due to Other Funds,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Claims Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Unearned Revenue,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Notes Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,Other Liabilities,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Liabilities,,,,Total Liabilities,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,Total Deferred Inflows of Resources,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Nonspendable,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Restricted,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Committed,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Assigned,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,Unassigned,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,Fund Balances,,,,Total Fund Balances,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,General,,,,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Cash and Cash Equivalents,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Investments,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Inventory Held for Resale,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Materials and Supplies Inventory,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Accrued Interest Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Accounts Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Interfund Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Due from Other Funds,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Intergovernmental Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Prepaid Items,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Income Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Property Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Revenue in Lieu of Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Due from Other Governments,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Notes Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Loans Receivable,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,Other Assets,,Total Assets,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Assets,,,,Total Assets,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,Total Deferred Outflows of Resources,,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,Total Assets and Deferred Outflows of Resources,,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Accounts Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Accrued Wages and Benefits,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Contracts Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Intergovernmental Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Due to Other Governments,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Matured Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Matured Bonds Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Retainage Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Interfund Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Due to Other Funds,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Claims Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Unearned Revenue,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Notes Payable,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,Other Liabilities,,Total Liabilities,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Liabilities,,,,Total Liabilities,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,Total Deferred Inflows of Resources,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Nonspendable,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Restricted,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Committed,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Assigned,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,Unassigned,,Total Fund Balances,,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,Fund Balances,,,,Total Fund Balances,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,GOVERNMENTAL FUNDS,Total Governmental Funds,,,,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Property Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Income Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Special Assessments,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Intergovernmental,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Interest,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Licenses and Permits,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Fines and Forfeitures,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Rentals,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Charges for Services,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Contributions and Donations,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Other Receipts,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,,Total Receipts,Excess of Receipts Over (Under) Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Security of Persons and Property,Police,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Security of Persons and Property,Fire,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Security of Persons and Property,Other,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Public Services,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Public Health,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Leisure Time Activities,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Community and Economic Development,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Basic Utility Service,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Public Works,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Transportation,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,General Government,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,,Intergovernmental,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,,,Capital Outlay,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Debt Service,,Principal Retirement,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Debt Service,,Interest and Fiscal Charges,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Debt Service,,Bond Issuance Costs,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Debt Service,,Other,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,,,Other Disbursements,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,,,,Total Disbursements,Excess of Receipts Over (Under) Disbursements,-,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,,Excess of Receipts Over (Under) Disbursements,Net Change in Fund Balances,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Sources (Uses),,,Sale of Capital Assets,,Total Other Financing Sources (Uses),,,,
