Page Description 1,Page Description 2,Column Description,Category,Subcategory,Tertiary Category,Field,Calculated,SumGroup,Sign,Type,HelpString,TestNumber
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,Transfers,,Total Receipts and Other Items,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,Total Receipts and Other Items,Change in Net Position,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Library Services,, Public Service and Programs,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Library Services,, Collection Development and Processing,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Facilities Operation and Maintenance,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Information Services Support,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Support Services,,Business Administration,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Capital Outlay,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Redemption of Principal,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Interest and Other Fiscal Charges,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,Debt Service,,Issuance Costs,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Depreciation Expense,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,Other Disbursements,,Total Governmental Activities Expenses,,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,Governmental Activities Disbursements,,,,Total Governmental Activities Expenses,Change in Net Position,-,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,Change in Net Position,"Net Position, End of Year",,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,"Net Position, Beginning of Year",,"Net Position, End of Year",,,,
STATEMENT OF ACTIVITIES,,Governmental Activities,,,,,"Net Position, End of Year",,,,,
BALANCE SHEET,,General,Assets,,,Cash and Cash Equivalents,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Investments,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Inventory Held for Resale,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Materials and Supplies Inventory,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Accrued Interest Receivable,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Accounts Receivable,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Interfund Receivable,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Due From Other Funds,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Intergovernmental Receivable,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Prepaid Items,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Property Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Revenue in Lieu of Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Due from Other Governments,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Restricted Assets,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,Other Assets,,Total Assets,,,,
BALANCE SHEET,,General,Assets,,,,Total Assets,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,,General,,,,Total Deferred Outflows of Resources,,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,,General,,,,,Total Assets and Deferred Outflows of Resources,,,,,
BALANCE SHEET,,General,Liabilities,,,Accounts Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Accrued Wages and Benefits,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Contracts Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Intergovernmental Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Interfund Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Due to Other Funds,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Due to Other Governments,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Matured Compensated Absences Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Matured Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Matured Bonds Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Accrued Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Retainage Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Claims Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Unearned Revenue,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Notes Payable,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,Other Liabilities,,Total Liabilities,,,,
BALANCE SHEET,,General,Liabilities,,,,Total Liabilities,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,,General,,,,Total Deferred Inflows of Resources,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,,General,Fund Balances,,,Nonspendable,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,General,Fund Balances,,,Restricted,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,General,Fund Balances,,,Committed,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,General,Fund Balances,,,Assigned,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,General,Fund Balances,,,Unassigned,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,General,Fund Balances,,,,Total Fund Balances (Deficits),"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,,General,,,,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Cash and Cash Equivalents,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Investments,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Inventory Held for Resale,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Materials and Supplies Inventory,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Accrued Interest Receivable,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Accounts Receivable,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Interfund Receivable,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Due From Other Funds,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Intergovernmental Receivable,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Prepaid Items,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Property Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Revenue in Lieu of Taxes Receivable,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Due from Other Governments,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Restricted Assets,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,Other Assets,,Total Assets,,,,
BALANCE SHEET,,Total Governmental Funds,Assets,,,,Total Assets,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,,Total Governmental Funds,,,,Total Deferred Outflows of Resources,,Total Assets and Deferred Outflows of Resources,,,,
BALANCE SHEET,,Total Governmental Funds,,,,,Total Assets and Deferred Outflows of Resources,,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Accounts Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Accrued Wages and Benefits,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Contracts Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Intergovernmental Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Interfund Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Due to Other Funds,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Due to Other Governments,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Matured Compensated Absences Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Matured Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Matured Bonds Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Accrued Interest Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Retainage Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Claims Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Unearned Revenue,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Notes Payable,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,Other Liabilities,,Total Liabilities,,,,
BALANCE SHEET,,Total Governmental Funds,Liabilities,,,,Total Liabilities,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,,Total Governmental Funds,,,,Total Deferred Inflows of Resources,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,,Total Governmental Funds,Fund Balances,,,Nonspendable,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,Total Governmental Funds,Fund Balances,,,Restricted,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,Total Governmental Funds,Fund Balances,,,Committed,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,Total Governmental Funds,Fund Balances,,,Assigned,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,Total Governmental Funds,Fund Balances,,,Unassigned,,Total Fund Balances (Deficits),,,,
BALANCE SHEET,,Total Governmental Funds,Fund Balances,,,,Total Fund Balances (Deficits),"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,
BALANCE SHEET,,Total Governmental Funds,,,,,"Total Liabilities, Deferred Inflows of Resources and Fund Balances",,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Property Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Other Local Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Library and Local Government Support,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Intergovernmental,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Payments In Lieu of Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Patron Fines and Fees,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Services Provided to Other Entities,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,"Contributions, Gifts and Donations",,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Earnings on Investments,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Miscellaneous,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,Other Receipts,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Receipts,,,,Total Receipts,Excess of Receipts Over (Under) Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Library Services,Public Service and Programs,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Library Services,Collection Development and Processing,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Facilities Operation and Maintenance,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Information Services Support,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Current,Support Services,Business Administration,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Debt Service,,Capital Outlay,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Debt Service,,Redemption of Principal,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Debt Service,,Interest and Other Fiscal Charges,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,Debt Service,,Issuance Costs,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,,,Other Disbursements,,Total Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Disbursements,,,,Total Disbursements,Excess of Receipts Over (Under) Disbursements,-,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,,Excess of Receipts Over (Under) Disbursements,Net Change in Fund Balances,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Inception of Capital Lease,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,General Obligation Bonds Issued,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Premium on Debt Issuance,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Other Debt Proceeds,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Proceeds from Sale of Capital Assets,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Advances In,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Advances Out,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Transfers In,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Transfers Out,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Other Financing Receipts,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,Other Financing Disbursements,,Total Other Financing Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Other Financing Receipts (Disbursements),,,,Total Other Financing Receipts (Disbursements),Net Change in Fund Balances,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,Special Item,,Total Special and Extraordinary Items,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,Extraordinary Item,,Total Special and Extraordinary Items,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,Special and Extraordinary Items,,,,Total Special and Extraordinary Items,Net Change in Fund Balances,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,,Net Change in Fund Balances,"Fund Balances, End of Year",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,"Fund Balances, Beginning of Year",,"Fund Balances, End of Year",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,General,,,,,"Fund Balances, End of Year",,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,Property Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,Other Local Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,Library and Local Government Support,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,Intergovernmental,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,Payments In Lieu of Taxes,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,Patron Fines and Fees,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,Services Provided to Other Entities,,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,"Contributions, Gifts and Donations",,Total Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN FUND BALANCES",GOVERNMENTAL FUNDS,Total Governmental Funds,Receipts,,,Earnings on Investments,,Total Receipts,,,,
