Page Description 1,Page Description 2,Column Description,Category,Subcategory,Tertiary Category,Field,Calculated,SumGroup,Sign,Type,HelpString,TestNumber
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Operating Disbursements,,,Claims,,Total Operating Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Operating Disbursements,,,Capital Outlay,,Total Operating Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Operating Disbursements,,,Other Operating Disbursements,,Total Operating Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Operating Disbursements,,,,Total Operating Disbursements,Operating Income (Loss),-,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,,,,,Operating Income (Loss),"Income (Loss) before Capital Contributions, Special and Extraordinary Items",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Interest and Fiscal Charges,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Federal and State Grants,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Operating Grants,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Federal Donated Commodities,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Proceeds from Sale of Capital Assets,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Interest Earnings,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Proceeds from Sale of Notes,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Other Debt Proceeds,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),Debt Service,,Redemption of Principal,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),Debt Service,,Issuance Costs,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Other Non Operating Receipts,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,Other Non Operating Disbursements,,Total Non Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,Non Operating Receipts (Disbursements),,,,Total Non Operating Receipts (Disbursements),"Income (Loss) before Capital Contributions, Special and Extraordinary Items",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,,,,,"Income (Loss) before Capital Contributions, Special and Extraordinary Items",Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,,,,Capital Contributions,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,,,,Special Items,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,,,,Extraordinary Items,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,,,,,Change in Net Position,"Net Position, End of Year",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,,,,"Net Position, Beginning of Year",,"Net Position, End of Year",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",,,,,,,"Net Position, End of Year",,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Revenue Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Notes Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Loans Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Capital Leases,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,Governmental,,,,Other Long Term Debt Obligations,,,,,,
OTHER INFORMATION,DEMOGRAPHICS,,,,,Average Daily Membership (ADM),,,,integer-value,,
OTHER INFORMATION,DEMOGRAPHICS,,,,,Total Forecasted Expenditures for the Reporting Year as Reported to the Ohio Department of Education,,,,,totalAnnualAppropriations,
OTHER INFORMATION,DEMOGRAPHICS,,,,,Unrestricted Carryover Cash Balance at Year-End,,,,,,
